hostname,timestamp,real
compute-0-2.local,1728690969,23.948
compute-0-9.local,1728690969,24.095
compute-0-5.local,1728690999,22.968
compute-0-4.local,1728690999,22.959
compute-0-7.local,1728691029,22.980
compute-0-3.local,1728691029,22.951
compute-0-0.local,1728691059,20.250
compute-0-1.local,1728691059,20.253
compute-0-6.local,1728691089,20.852
compute-0-8.local,1728691089,20.994
