host,time
compute-0-1.local,29.98
compute-0-2.local,30.00
compute-0-2.local,30.03
compute-0-4.local,29.93
compute-0-4.local,30.07
compute-0-5.local,29.96
compute-0-5.local,30.00
compute-0-6.local,30.02
compute-0-8.local,30.12
compute-0-8.local,30.16
