host,time
compute-0-0.local,106.31
compute-0-1.local,106.07
compute-0-3.local,106.13
compute-0-5.local,105.98
compute-0-6.local,106.10
compute-0-6.local,106.17
compute-0-7.local,106.21
compute-0-8.local,106.39
compute-0-8.local,106.89
compute-0-9.local,106.36
