host,time
compute-0-0.local,15.64
compute-0-1.local,15.64
compute-0-1.local,15.65
compute-0-4.local,15.64
compute-0-4.local,15.64
compute-0-6.local,15.63
compute-0-6.local,15.66
compute-0-7.local,15.66
compute-0-8.local,15.76
compute-0-9.local,15.69
