host,time
compute-0-1.local,5.77
compute-0-3.local,5.81
compute-0-4.local,5.79
compute-0-6.local,5.80
compute-0-6.local,5.80
compute-0-6.local,5.81
compute-0-7.local,5.80
compute-0-8.local,5.80
compute-0-8.local,5.86
compute-0-8.local,5.87
