size,sum_time,global_time,sum_result
1000000000,6.366948,25.821978,2189278.00
1000000000,6.367416,25.830046,2189278.00
1000000000,6.367738,25.822115,2189278.00
1000000000,6.368385,25.825609,2189278.00
1000000000,6.367429,25.819078,2189278.00
1000000000,6.372594,25.824384,2189278.00
1000000000,6.373247,25.825712,2189278.00
1000000000,6.368375,25.821857,2189278.00
1000000000,6.367058,25.822149,2189278.00
1000000000,6.369068,25.821968,2189278.00
