host,time
compute-0-3.local,31.00
compute-0-4.local,30.84
compute-0-4.local,30.84
compute-0-4.local,31.09
compute-0-5.local,31.05
compute-0-5.local,31.43
compute-0-7.local,30.91
compute-0-7.local,31.06
compute-0-8.local,32.62
compute-0-9.local,30.12
