size,sum_time,global_time,sum_result
1000000000,2.173142,21.634286,2189712.50
1000000000,2.141351,21.592374,2189712.50
1000000000,2.160911,21.613697,2189712.50
1000000000,2.147340,21.597616,2189712.50
1000000000,2.143249,21.595085,2189712.75
1000000000,2.165229,21.626213,2189712.50
1000000000,2.168793,21.626207,2189712.50
1000000000,2.168574,21.627021,2189712.50
1000000000,2.156486,21.605411,2189712.50
1000000000,2.172382,21.624298,2189712.50
