host,time
compute-0-0.local,4.75
compute-0-1.local,4.73
compute-0-1.local,4.76
compute-0-2.local,4.74
compute-0-3.local,4.71
compute-0-4.local,4.75
compute-0-5.local,4.71
compute-0-6.local,4.72
compute-0-9.local,4.72
compute-0-9.local,4.76
