host,time
compute-0-0.local,5.90
compute-0-1.local,5.88
compute-0-2.local,5.89
compute-0-2.local,5.99
compute-0-4.local,5.91
compute-0-5.local,5.86
compute-0-5.local,5.91
compute-0-6.local,5.88
compute-0-7.local,5.82
compute-0-9.local,5.86
