size,sum_time,global_time,sum_result
1000000000,3.236814,22.693342,2189626.00
1000000000,3.234636,22.690012,2189626.00
1000000000,3.253727,22.706310,2189626.00
1000000000,3.262469,22.723006,2189626.00
1000000000,3.250896,22.741474,2189626.00
1000000000,3.275832,22.731758,2189626.00
1000000000,3.256251,22.709401,2189626.00
1000000000,3.267745,22.718131,2189626.00
1000000000,3.237520,22.697526,2189626.00
1000000000,3.256220,22.715039,2189626.00
