size,sum_time,global_time,sum_result
1000000000,1.607353,21.057045,2189312.75
1000000000,1.606497,21.060136,2189312.75
1000000000,1.607339,21.066499,2189312.75
1000000000,1.607553,21.066956,2189312.75
1000000000,1.610482,21.074931,2189312.75
1000000000,1.610215,21.064850,2189312.75
1000000000,1.608205,21.060360,2189312.75
1000000000,1.607224,21.057113,2189312.75
1000000000,1.614949,21.067400,2189312.75
1000000000,1.606761,21.056039,2189312.75
