host,time
compute-0-0.local,4.67
compute-0-1.local,4.60
compute-0-1.local,4.62
compute-0-2.local,4.64
compute-0-3.local,4.63
compute-0-3.local,4.64
compute-0-4.local,4.65
compute-0-5.local,4.68
compute-0-7.local,4.65
compute-0-8.local,4.69
